0	0	5	5
1	1	0	0
1	2	9.0	9.0
1	3	14.0	23.0
1	4	9.0	32.0
1	5	4.0	36.0
1	6	-1.0	35.0
1	7	4.0	39.0
1	8	-1.0	38.0
1	9	4.0	42.0
1	10	-1.0	41.0
1	11	4.0	45.0
1	12	-1.0	44.0
1	13	4.0	48.0
1	14	-1.0	47.0
1	15	-1.0	46.0
1	16	-1.0	45.0
1	17	-1.0	44.0
1	18	9.0	53.0
1	19	9.0	62.0
1	20	9.0	71.0
1	21	9.0	80.0
1	22	9.0	89.0
1	23	9.0	98.0
1	24	9.0	107.0
1	25	9.0	116.0
1	26	14.0	130.0
2	27	9.0	9.0
2	28	9.0	18.0
2	29	14.0	32.0
2	30	9.0	41.0
2	31	4.0	45.0
2	32	-1.0	44.0
2	33	4.0	48.0
2	34	-1.0	47.0
2	35	4.0	51.0
2	36	-1.0	50.0
2	37	4.0	54.0
2	38	-1.0	53.0
2	39	4.0	57.0
2	40	-1.0	56.0
2	41	4.0	60.0
2	42	-1.0	59.0
2	43	4.0	63.0
2	44	-1.0	62.0
2	45	4.0	66.0
2	46	-1.0	65.0
2	47	4.0	69.0
2	48	-1.0	68.0
2	49	4.0	72.0
2	50	-1.0	71.0
2	51	4.0	75.0
2	52	-1.0	74.0
2	53	4.0	78.0
2	54	-1.0	77.0
2	55	4.0	81.0
2	56	-1.0	80.0
2	57	4.0	84.0
2	58	-1.0	83.0
2	59	4.0	87.0
2	60	-1.0	86.0
2	61	4.0	90.0
2	62	-1.0	89.0
2	63	4.0	93.0
2	64	-1.0	92.0
2	65	4.0	96.0
2	66	-1.0	95.0
2	67	4.0	99.0
2	68	-1.0	98.0
2	69	4.0	102.0
2	70	-1.0	101.0
2	71	4.0	105.0
2	72	-1.0	104.0
2	73	-1.0	103.0
2	74	-1.0	102.0
2	75	-1.0	101.0
2	76	9.0	110.0
3	77	9.0	9.0
3	78	9.0	18.0
3	79	9.0	27.0
3	80	9.0	36.0
3	81	9.0	45.0
3	82	9.0	54.0
3	83	9.0	63.0
3	84	14.0	77.0
4	85	9.0	9.0
4	86	9.0	18.0
4	87	14.0	32.0
4	88	9.0	41.0
4	89	4.0	45.0
4	90	-1.0	44.0
4	91	4.0	48.0
4	92	-1.0	47.0
4	93	-1.0	46.0
4	94	-1.0	45.0
4	95	-1.0	44.0
4	96	9.0	53.0
4	97	9.0	62.0
4	98	9.0	71.0
4	99	9.0	80.0
4	100	9.0	89.0
4	101	14.0	103.0
4	102	9.0	112.0
4	103	-1.0	111.0
4	104	-1.0	110.0
4	105	-1.0	109.0
4	106	-1.0	108.0
4	107	-1.0	107.0
4	108	-1.0	106.0
4	109	-1.0	105.0
4	110	-1.0	104.0
4	111	-1.0	103.0
4	112	-1.0	102.0
4	113	-1.0	101.0
4	114	-1.0	100.0
4	115	-1.0	99.0
4	116	4.0	103.0
4	117	9.0	112.0
4	118	-1.0	111.0
4	119	-1.0	110.0
4	120	-1.0	109.0
4	121	-1.0	108.0
4	122	-1.0	107.0
4	123	-1.0	106.0
4	124	-1.0	105.0
4	125	-1.0	104.0
4	126	-1.0	103.0
4	127	-1.0	102.0
4	128	4.0	106.0
4	129	-1.0	105.0
4	130	-1.0	104.0
4	131	-1.0	103.0
4	132	-1.0	102.0
4	133	-1.0	101.0
4	134	-1.0	100.0
4	135	-1.0	99.0
4	136	-1.0	98.0
4	137	-1.0	97.0
4	138	-1.0	96.0
4	139	4.0	100.0
4	140	-1.0	99.0
4	141	4.0	103.0
4	142	-1.0	102.0
4	143	4.0	106.0
4	144	-1.0	105.0
4	145	-1.0	104.0
4	146	-1.0	103.0
4	147	9.0	112.0
4	148	9.0	121.0
4	149	9.0	130.0
4	150	9.0	139.0
4	151	14.0	153.0
5	152	9.0	9.0
5	153	9.0	18.0
5	154	14.0	32.0
5	155	9.0	41.0
5	156	4.0	45.0
5	157	-1.0	44.0
5	158	4.0	48.0
5	159	-1.0	47.0
5	160	4.0	51.0
5	161	-1.0	50.0
5	162	4.0	54.0
5	163	-1.0	53.0
5	164	4.0	57.0
5	165	-1.0	56.0
5	166	4.0	60.0
5	167	-1.0	59.0
5	168	4.0	63.0
5	169	-1.0	62.0
5	170	-1.0	61.0
5	171	-1.0	60.0
5	172	4.0	64.0
5	173	-1.0	63.0
5	174	4.0	67.0
5	175	-1.0	66.0
5	176	-1.0	65.0
5	177	-1.0	64.0
5	178	9.0	73.0
5	179	9.0	82.0
5	180	9.0	91.0
5	181	9.0	100.0
5	182	9.0	109.0
5	183	-1.0	108.0
5	184	-1.0	107.0
5	185	-1.0	106.0
5	186	-1.0	105.0
5	187	-1.0	104.0
5	188	-1.0	103.0
5	189	-1.0	102.0
5	190	-1.0	101.0
5	191	-1.0	100.0
5	192	-1.0	99.0
5	193	-1.0	98.0
5	194	-1.0	97.0
5	195	-1.0	96.0
5	196	-1.0	95.0
5	197	-1.0	94.0
5	198	-1.0	93.0
5	199	9.0	102.0
5	200	9.0	111.0
5	201	9.0	120.0
5	202	9.0	129.0
5	203	9.0	138.0
5	204	14.0	152.0
5	205	9.0	161.0
5	206	-1.0	160.0
5	207	-1.0	159.0
5	208	-1.0	158.0
5	209	-1.0	157.0
5	210	-1.0	156.0
5	211	-1.0	155.0
5	212	-1.0	154.0
5	213	-1.0	153.0
5	214	-1.0	152.0
5	215	-1.0	151.0
5	216	-1.0	150.0
5	217	-1.0	149.0
5	218	-1.0	148.0
5	219	-1.0	147.0
5	220	-1.0	146.0
5	221	-1.0	145.0
5	222	-1.0	144.0
5	223	-1.0	143.0
5	224	-1.0	142.0
5	225	-1.0	141.0
5	226	-1.0	140.0
5	227	-1.0	139.0
5	228	-1.0	138.0
5	229	-1.0	137.0
5	230	-1.0	136.0
5	231	-1.0	135.0
5	232	-1.0	134.0
5	233	-1.0	133.0
5	234	-1.0	132.0
5	235	-1.0	131.0
5	236	-1.0	130.0
5	237	-1.0	129.0
5	238	-1.0	128.0
5	239	-1.0	127.0
5	240	4.0	131.0
6	241	-1.0	-1.0
6	242	9.0	8.0
6	243	14.0	22.0
6	244	9.0	31.0
6	245	4.0	35.0
6	246	-1.0	34.0
6	247	4.0	38.0
6	248	-1.0	37.0
6	249	4.0	41.0
6	250	-1.0	40.0
6	251	4.0	44.0
6	252	-1.0	43.0
6	253	4.0	47.0
6	254	-1.0	46.0
6	255	4.0	50.0
6	256	-1.0	49.0
6	257	4.0	53.0
6	258	-1.0	52.0
6	259	-1.0	51.0
6	260	-1.0	50.0
6	261	9.0	59.0
6	262	14.0	73.0
6	263	9.0	82.0
6	264	-1.0	81.0
6	265	-1.0	80.0
6	266	-1.0	79.0
6	267	-1.0	78.0
6	268	-1.0	77.0
6	269	-1.0	76.0
6	270	-1.0	75.0
6	271	-1.0	74.0
6	272	-1.0	73.0
6	273	-1.0	72.0
6	274	-1.0	71.0
6	275	-1.0	70.0
6	276	-1.0	69.0
6	277	-1.0	68.0
6	278	-1.0	67.0
6	279	-1.0	66.0
6	280	-1.0	65.0
6	281	-1.0	64.0
6	282	-1.0	63.0
6	283	-1.0	62.0
6	284	-1.0	61.0
6	285	-1.0	60.0
6	286	-1.0	59.0
6	287	-1.0	58.0
6	288	-1.0	57.0
6	289	-1.0	56.0
6	290	9.0	65.0
6	291	9.0	74.0
6	292	9.0	83.0
6	293	9.0	92.0
6	294	9.0	101.0
6	295	9.0	110.0
6	296	9.0	119.0
6	297	9.0	128.0
6	298	9.0	137.0
6	299	-1.0	136.0
6	300	-1.0	135.0
6	301	-1.0	134.0
6	302	-1.0	133.0
6	303	-1.0	132.0
6	304	-1.0	131.0
6	305	-1.0	130.0
6	306	-1.0	129.0
6	307	-1.0	128.0
6	308	-1.0	127.0
6	309	-1.0	126.0
6	310	4.0	130.0
7	311	-1.0	-1.0
7	312	9.0	8.0
7	313	14.0	22.0
7	314	9.0	31.0
7	315	4.0	35.0
7	316	-1.0	34.0
7	317	4.0	38.0
7	318	-1.0	37.0
7	319	4.0	41.0
7	320	-1.0	40.0
7	321	4.0	44.0
7	322	-1.0	43.0
7	323	4.0	47.0
7	324	-1.0	46.0
7	325	4.0	50.0
7	326	-1.0	49.0
7	327	4.0	53.0
7	328	-1.0	52.0
7	329	4.0	56.0
7	330	-1.0	55.0
7	331	4.0	59.0
